osm_id,highway,eligibility,x,y
6968321,residential,fallback (untagged residential <500m),528962.9899526533,185816.73851269338
6968321,residential,fallback (untagged residential <500m),528959.8654120181,185820.9543673509
6968321,residential,fallback (untagged residential <500m),528952.8363457564,185836.33215452707
6968321,residential,fallback (untagged residential <500m),528949.7552622224,185845.38963688962
6968321,residential,fallback (untagged residential <500m),528946.8814510531,185854.75283399347
6968321,residential,fallback (untagged residential <500m),528944.9225034597,185858.6867435635
6968321,residential,fallback (untagged residential <500m),528941.6740387515,185861.77556859073
6968321,residential,fallback (untagged residential <500m),528938.8633890064,185863.7405028282
6968321,residential,fallback (untagged residential <500m),528931.1952374678,185865.23705438472
6968321,residential,fallback (untagged residential <500m),528924.5703552755,185864.71264150878
6968321,residential,fallback (untagged residential <500m),528894.4548339671,185848.22422768862
6968321,residential,fallback (untagged residential <500m),528881.3971587343,185841.24936566583
6968321,residential,fallback (untagged residential <500m),528871.343921549,185835.8753260828
6968321,residential,fallback (untagged residential <500m),528844.3252395219,185821.43546445534
6968324,residential,fallback (untagged residential <500m),529053.5663572716,185851.6898168237
6968324,residential,fallback (untagged residential <500m),529057.4152705993,185845.72314653866
6968324,residential,fallback (untagged residential <500m),529058.593676069,185841.39108450507
6968324,residential,fallback (untagged residential <500m),529058.2456200977,185837.07583653828
6968324,residential,fallback (untagged residential <500m),529053.1718140175,185825.4741986168
6968324,residential,fallback (untagged residential <500m),529028.4450019258,185768.92902528332
6968327,residential,fallback (untagged residential <500m),528859.4923078497,185450.3140537769
6968327,residential,fallback (untagged residential <500m),528865.0065811942,185456.8969608596
6968327,residential,fallback (untagged residential <500m),528865.3427609483,185457.3172190754
6968327,residential,fallback (untagged residential <500m),528867.1191473608,185459.20951063774
6968327,residential,fallback (untagged residential <500m),528879.3924967459,185474.7103784728
6968327,residential,fallback (untagged residential <500m),528887.150442098,185484.17670664703
6968327,residential,fallback (untagged residential <500m),528899.9238320952,185500.46926275996
6968327,residential,fallback (untagged residential <500m),528904.1345109496,185506.2067900119
6968327,residential,fallback (untagged residential <500m),528907.7965369822,185512.24195771333
6968327,residential,fallback (untagged residential <500m),528911.63527869,185518.69333934953
6968327,residential,fallback (untagged residential <500m),528914.6756468304,185525.16895352863
6968327,residential,fallback (untagged residential <500m),528917.7991552732,185534.10588562442
6968327,residential,fallback (untagged residential <500m),528921.1025260725,185544.42721428612
6968327,residential,fallback (untagged residential <500m),528922.8785983664,185550.42561117222
6968327,residential,fallback (untagged residential <500m),528912.3377185932,185669.90214100166
6968327,residential,fallback (untagged residential <500m),528909.9732116334,185675.87324395415
6968327,residential,fallback (untagged residential <500m),528909.7330612573,185677.6809454034
6968327,residential,fallback (untagged residential <500m),528910.0531633073,185679.82558021776
6968327,residential,fallback (untagged residential <500m),528912.0730357065,185684.416961746
6968327,residential,fallback (untagged residential <500m),528915.730539176,185694.44684383582
6968327,residential,fallback (untagged residential <500m),528926.1496216091,185723.6544949544
6968327,residential,fallback (untagged residential <500m),528931.663177494,185737.34802649915
6968327,residential,fallback (untagged residential <500m),528937.8419429457,185752.1601030627
6968327,residential,fallback (untagged residential <500m),528943.0604224314,185764.63324132038
6968327,residential,fallback (untagged residential <500m),528948.0843079701,185775.7549985692
6968327,residential,fallback (untagged residential <500m),528957.19917187,185794.0356426352
6968327,residential,fallback (untagged residential <500m),528962.1720122211,185803.34231634164
6968327,residential,fallback (untagged residential <500m),528964.4779753649,185807.86310126487
6968327,residential,fallback (untagged residential <500m),528971.3055190803,185813.7896140507
6968327,residential,fallback (untagged residential <500m),529006.9772681217,185830.27508335683
6968333,residential,fallback (untagged residential <500m),528920.6214275586,185653.74385603878
6968333,residential,fallback (untagged residential <500m),528921.0941050627,185653.9784170505
6968333,residential,fallback (untagged residential <500m),528953.0157884158,185669.5892442814
6968341,residential,fallback (untagged residential <500m),529290.3841466777,185394.3517699116
6968344,residential,fallback (untagged residential <500m),529215.8697270248,185402.07938386104
6968344,residential,fallback (untagged residential <500m),529148.8245569193,185412.62427953893
6968349,residential,fallback (untagged residential <500m),529375.3025318513,185192.40130413242
6968349,residential,fallback (untagged residential <500m),529375.2355587957,185196.6614880244
6968349,residential,fallback (untagged residential <500m),529375.6884983459,185199.03209653997
6968349,residential,fallback (untagged residential <500m),529376.218241908,185201.9276626787
6968349,residential,fallback (untagged residential <500m),529377.1662273444,185204.74486939382
6968349,residential,fallback (untagged residential <500m),529378.4177376851,185206.8131333546
6968349,residential,fallback (untagged residential <500m),529416.4082377315,185253.0156583219
6968349,residential,fallback (untagged residential <500m),529429.3002066045,185268.70058836252
6968361,residential,fallback (untagged residential <500m),528727.892311444,184972.93867870915
6968361,residential,fallback (untagged residential <500m),528714.5439032147,184987.17729746393
6968361,residential,fallback (untagged residential <500m),528722.1037214495,184994.92464873666
6968361,residential,fallback (untagged residential <500m),528720.3298389113,184998.3959801974
6968370,residential,fallback (untagged residential <500m),528655.2387861621,184806.60865478724
6968370,residential,fallback (untagged residential <500m),528657.8954285937,184802.52540368907
6968370,residential,fallback (untagged residential <500m),528659.4759226843,184799.2939555063
6968370,residential,fallback (untagged residential <500m),528662.5850714886,184786.66506673285
6968370,residential,fallback (untagged residential <500m),528664.2141108309,184782.06615786045
6968370,residential,fallback (untagged residential <500m),528683.167062782,184757.22023107857
6968370,residential,fallback (untagged residential <500m),528685.4376154444,184753.3163738036
6968370,residential,fallback (untagged residential <500m),528687.0685960335,184749.46306845103
6968370,residential,fallback (untagged residential <500m),528688.7489163838,184743.66368754883
6968370,residential,fallback (untagged residential <500m),528691.006727191,184733.6949770967
6968370,residential,fallback (untagged residential <500m),528694.0553682748,184716.06828575762
6968375,residential,fallback (untagged residential <500m),528739.9588386836,184503.7162038053
6968375,residential,fallback (untagged residential <500m),528722.7155646833,184504.32492918457
7744534,residential,fallback (untagged residential <500m),526840.1466971549,185886.06678914436
7744534,residential,fallback (untagged residential <500m),526815.6654924084,185892.57644973876
7744534,residential,fallback (untagged residential <500m),526806.3761215436,185893.20110830117
7744534,residential,fallback (untagged residential <500m),526796.9858925652,185892.5881181975
7744534,residential,fallback (untagged residential <500m),526762.333403981,185888.38409034157
7744534,residential,fallback (untagged residential <500m),526753.0213597164,185887.6952433231
7744534,residential,fallback (untagged residential <500m),526734.7516034237,185886.84943989874
7744534,residential,fallback (untagged residential <500m),526713.6946126844,185887.06909617054
7744534,residential,fallback (untagged residential <500m),526705.3904177092,185887.68515918363
7744534,residential,fallback (untagged residential <500m),526694.0555977186,185888.00301685586
7744544,residential,fallback (untagged residential <500m),527742.564754793,184600.08788645547
7744545,residential,primary (parking:lane tag),527779.4918586549,184476.50059236278
7744545,residential,primary (parking:lane tag),527791.2343076676,184471.6997803935
7744545,residential,primary (parking:lane tag),527863.8901080346,184476.45580949198
7744545,residential,primary (parking:lane tag),527897.6377670602,184478.6634969249
7744545,residential,primary (parking:lane tag),527958.5555126108,184483.08066087932
7744548,residential,fallback (untagged residential <500m),527856.2167605162,184189.91860500787
7744548,residential,fallback (untagged residential <500m),527879.9827559286,184171.14420102123
7744548,residential,fallback (untagged residential <500m),527892.5579529044,184161.41283141117
7744548,residential,fallback (untagged residential <500m),527919.0054921324,184141.9717349388
7744550,residential,fallback (untagged residential <500m),527887.4370662915,184082.63468037796
7744550,residential,fallback (untagged residential <500m),527892.6354137382,184080.38433949626
7744550,residential,fallback (untagged residential <500m),527892.8038006262,184080.3106886738
7744550,residential,fallback (untagged residential <500m),527911.7940776389,184072.09851231624
7744550,residential,fallback (untagged residential <500m),527933.8359264003,184062.57235937275
7744550,residential,fallback (untagged residential <500m),527955.8173886266,184056.271752782
7744550,residential,fallback (untagged residential <500m),527966.7071355355,184056.99131041125
7744551,tertiary,primary (parking:lane tag),527715.3603310257,183980.0697684136
7744551,tertiary,primary (parking:lane tag),527703.1220333595,183986.0600914156
7744551,tertiary,primary (parking:lane tag),527675.6127805585,184002.74937576643
7744551,tertiary,primary (parking:lane tag),527648.7194280608,184019.78811099892
7744551,tertiary,primary (parking:lane tag),527623.3167278323,184044.88735917554
7744551,tertiary,primary (parking:lane tag),527604.6918454259,184070.88035413483
7744551,tertiary,primary (parking:lane tag),527587.0044722692,184105.4094851883
7744551,tertiary,primary (parking:lane tag),527581.3947170771,184119.34476551128
7744555,residential,fallback (untagged residential <500m),527975.6799467225,183965.5602243981
7744555,residential,fallback (untagged residential <500m),527977.92197295,183966.90752640576
7744555,residential,fallback (untagged residential <500m),527979.89985059,183968.5486138435
7744555,residential,fallback (untagged residential <500m),527982.2674520189,183971.24551108555
7744555,residential,fallback (untagged residential <500m),527983.7990519591,183973.79893379187
7744555,residential,fallback (untagged residential <500m),527984.9152708428,183976.8648790617
7744555,residential,fallback (untagged residential <500m),527985.7435272931,183980.06822337979
7744555,residential,fallback (untagged residential <500m),527986.2965695888,183983.45379796106
7744555,residential,fallback (untagged residential <500m),527986.195888229,183985.52097578853
7744555,residential,fallback (untagged residential <500m),527985.6030609921,183987.84280791704
7744555,residential,fallback (untagged residential <500m),527984.7949830818,183990.17034169362
7744555,residential,fallback (untagged residential <500m),527983.3252481153,183992.8706597046
7744555,residential,fallback (untagged residential <500m),527980.7203469186,183996.00971940428
7744555,residential,fallback (untagged residential <500m),527973.3283986939,184004.34706614184
7789734,residential,fallback (untagged residential <500m),526226.248923362,185847.02364456904
7789734,residential,fallback (untagged residential <500m),526227.1628218096,185842.0724381436
7789734,residential,fallback (untagged residential <500m),526227.9821022775,185826.4254629233
7789734,residential,fallback (untagged residential <500m),526227.7550721029,185822.7255242038
7789734,residential,fallback (untagged residential <500m),526227.3238728079,185812.73353540956
7789734,residential,fallback (untagged residential <500m),526226.1459132438,185797.34844526264
7789734,residential,fallback (untagged residential <500m),526226.0408073841,185792.3718908524
7789734,residential,fallback (untagged residential <500m),526225.3697550751,185777.80058265483
7789734,residential,fallback (untagged residential <500m),526224.0822379289,185757.6168678698
7789734,residential,fallback (untagged residential <500m),526224.0819810091,185748.70382906572
7789734,residential,fallback (untagged residential <500m),526223.738830591,185741.58489686734
7789734,residential,fallback (untagged residential <500m),526223.6740530381,185734.1501950911
7789734,residential,fallback (untagged residential <500m),526222.3800991494,185695.26119676873
7966463,residential,fallback (untagged residential <500m),524629.0552346813,184704.2903037832
7966463,residential,fallback (untagged residential <500m),524664.0670469052,184726.7145833199
7966463,residential,fallback (untagged residential <500m),524666.244956307,184728.14784634794
7966463,residential,fallback (untagged residential <500m),524676.6875293925,184734.86923620704
7966463,residential,fallback (untagged residential <500m),524733.8218797962,184770.88966743054
7966463,residential,fallback (untagged residential <500m),524749.1017794462,184782.893119218
8096707,residential,fallback (untagged residential <500m),529645.8140500603,183085.96182372817
8096707,residential,fallback (untagged residential <500m),529639.151301805,183081.34069164546
8096707,residential,fallback (untagged residential <500m),529597.3090973013,183053.55535761802
8096707,residential,fallback (untagged residential <500m),529557.7469168653,183028.87752011087
8138387,residential,fallback (untagged residential <500m),526260.7521384341,185924.98371818272
8138387,residential,fallback (untagged residential <500m),526273.7597113474,185932.69599002023
8138387,residential,fallback (untagged residential <500m),526287.3167353662,185938.95315631392
8138389,residential,fallback (untagged residential <500m),528730.6146981375,186646.1769150006
8138389,residential,fallback (untagged residential <500m),528832.7736068772,186699.13400148117
8138389,residential,fallback (untagged residential <500m),528851.3936348639,186708.74271022173
8138389,residential,fallback (untagged residential <500m),528864.7603403365,186715.20244743233
8138389,residential,fallback (untagged residential <500m),528910.7522512939,186733.0624537418
8142544,residential,fallback (untagged residential <500m),525481.3491783746,186144.2417280313
8201990,residential,fallback (untagged residential <500m),529162.2656826281,183927.22831488802
8201990,residential,fallback (untagged residential <500m),529158.0766904476,183924.68480682338
8201990,residential,fallback (untagged residential <500m),529156.4777422406,183923.70941378025
8201990,residential,fallback (untagged residential <500m),529141.3755920475,183914.5344617947
8201990,residential,fallback (untagged residential <500m),529095.228007461,183886.5100165296
8201990,residential,fallback (untagged residential <500m),529072.2599603855,183872.5618494444
8201990,residential,fallback (untagged residential <500m),529056.7998337895,183898.20744597347
8201990,residential,fallback (untagged residential <500m),529046.8089808618,183914.800692879
8202909,residential,fallback (untagged residential <500m),529136.9525985727,183970.026618655
8202909,residential,fallback (untagged residential <500m),529133.8247819606,183968.32243513857
8202909,residential,fallback (untagged residential <500m),529132.4079869546,183967.55197897385
8202909,residential,fallback (untagged residential <500m),529112.5129461975,183956.66396420513
8202909,residential,fallback (untagged residential <500m),529067.2416924426,183930.2087827719
8217860,residential,fallback (untagged residential <500m),529238.0920069773,184500.09382849198
8217860,residential,fallback (untagged residential <500m),529225.5724902905,184485.2090527814
8217860,residential,fallback (untagged residential <500m),529198.9563995338,184451.69396875205
8217860,residential,fallback (untagged residential <500m),529177.8018423484,184426.85289666557
8217860,residential,fallback (untagged residential <500m),529174.1288013626,184423.41001990868
8217860,residential,fallback (untagged residential <500m),529169.8065011565,184418.75997067883
8217860,residential,fallback (untagged residential <500m),529146.6604463811,184392.2771203713
8324893,residential,fallback (untagged residential <500m),527390.8002222985,184187.43260872609
8324893,residential,fallback (untagged residential <500m),527389.9149586443,184192.29534845462
8324893,residential,fallback (untagged residential <500m),527384.4137845997,184222.6687975655
8324895,residential,fallback (untagged residential <500m),529469.5608481079,184289.88196519518
8324895,residential,fallback (untagged residential <500m),529479.2153346064,184300.65493980004
8324895,residential,fallback (untagged residential <500m),529486.3193981762,184309.40441737493
8326600,residential,primary (parking:lane tag),527613.0449373575,184116.47926195612
8326600,residential,primary (parking:lane tag),527619.0165516379,184117.96465975064
8326600,residential,primary (parking:lane tag),527647.8311247177,184126.60067030275
8326600,residential,primary (parking:lane tag),527672.5076672889,184130.0920397045
8326600,residential,primary (parking:lane tag),527685.5478057017,184131.93331385427
8326600,residential,primary (parking:lane tag),527714.4903204712,184135.47654124576
8326600,residential,primary (parking:lane tag),527731.3828474779,184137.53724612034
8326600,residential,primary (parking:lane tag),527749.0552693952,184138.6606677302
8326600,residential,primary (parking:lane tag),527751.0149490655,184138.5430655472
8326600,residential,primary (parking:lane tag),527765.0311664755,184137.71625464055
8326600,residential,primary (parking:lane tag),527780.991687967,184132.420656521
8351470,residential,fallback (untagged residential <500m),526536.9537091088,185991.5959535243
8351470,residential,fallback (untagged residential <500m),526543.013727637,185994.46217160422
8351470,residential,fallback (untagged residential <500m),526550.9741084599,186003.17317689018
8351470,residential,fallback (untagged residential <500m),526655.1711837329,186092.78948976425
8351470,residential,fallback (untagged residential <500m),526663.5107185096,186103.80240163387
8351470,residential,fallback (untagged residential <500m),526680.4647480657,186125.08959882217
8351470,residential,fallback (untagged residential <500m),526707.0658687084,186156.39877847274
8362781,residential,fallback (untagged residential <500m),528870.9671074519,186453.39335291972
8362781,residential,fallback (untagged residential <500m),528870.9341119124,186459.87992417213
8362781,residential,fallback (untagged residential <500m),528871.1561850267,186463.4241523143
8362781,residential,fallback (untagged residential <500m),528872.063334552,186467.5755476128
8362781,residential,fallback (untagged residential <500m),528873.4189903288,186470.7257219089
8362781,residential,fallback (untagged residential <500m),528876.0794584582,186475.47803930164
8362781,residential,fallback (untagged residential <500m),528877.8833549494,186478.1833689214
8363652,residential,fallback (untagged residential <500m),529673.9926275047,183401.2151599283
8363652,residential,fallback (untagged residential <500m),529637.1100789524,183377.1724971264
8364040,residential,fallback (untagged residential <500m),529281.1499437687,183839.90885911783
8364040,residential,fallback (untagged residential <500m),529291.0367125024,183821.9892005815
8364040,residential,fallback (untagged residential <500m),529327.6424283381,183754.38642061484
8364040,residential,fallback (untagged residential <500m),529358.5034119572,183697.39792886894
8364045,residential,fallback (untagged residential <500m),528788.0794559477,184821.8950514011
8364045,residential,fallback (untagged residential <500m),528795.4805571177,184811.02201357408
8364045,residential,fallback (untagged residential <500m),528807.1368231452,184794.0477656512
8364045,residential,fallback (untagged residential <500m),528809.1170176525,184790.92665122641
8364045,residential,fallback (untagged residential <500m),528811.3559714161,184787.17783110193
8364045,residential,fallback (untagged residential <500m),528812.4316323209,184784.97960922198
8364045,residential,fallback (untagged residential <500m),528813.1386909888,184782.8165438405
8364045,residential,fallback (untagged residential <500m),528814.2311253537,184779.6840300397
8364045,residential,fallback (untagged residential <500m),528815.8224566723,184774.11610648333
8364045,residential,fallback (untagged residential <500m),528817.2313842836,184768.3543852272
8364045,residential,fallback (untagged residential <500m),528820.3470751726,184754.39043149166
8364045,residential,fallback (untagged residential <500m),528821.0158495266,184751.00236005284
8364045,residential,fallback (untagged residential <500m),528821.5853046138,184745.78684266325
8364045,residential,fallback (untagged residential <500m),528821.7420060491,184742.6194551778
8364045,residential,fallback (untagged residential <500m),528822.0557537588,184741.1919579829
8364045,residential,fallback (untagged residential <500m),528822.8423931953,184739.7208241797
8364045,residential,fallback (untagged residential <500m),528825.4805024769,184735.28110087075
8364048,residential,fallback (untagged residential <500m),528886.7195338305,184791.4054185099
8364048,residential,fallback (untagged residential <500m),528881.3787859326,184786.42930452712
8364048,residential,fallback (untagged residential <500m),528875.6522936424,184781.34325439233
8364048,residential,fallback (untagged residential <500m),528867.1612631673,184773.10468030447
8364048,residential,fallback (untagged residential <500m),528857.1101876398,184762.9125718844
8364048,residential,fallback (untagged residential <500m),528845.7392661069,184750.04974262672
8364048,residential,fallback (untagged residential <500m),528832.4498416015,184735.41347125475
8364052,residential,fallback (untagged residential <500m),528912.0761708115,185027.75427050446
8364282,residential,fallback (untagged residential <500m),528138.1561597029,185030.70126378903
8364282,residential,fallback (untagged residential <500m),528132.295885844,185027.32633240923
8364282,residential,fallback (untagged residential <500m),528089.276130281,185002.86153851094
8364282,residential,fallback (untagged residential <500m),528048.5482075826,184979.93490629672
8364282,residential,fallback (untagged residential <500m),528044.3349522935,184977.26928448892
8364282,residential,fallback (untagged residential <500m),528041.8416868174,184974.62480056222
8364282,residential,fallback (untagged residential <500m),528041.8641293338,184973.73516444373
8364282,residential,fallback (untagged residential <500m),528042.6258995058,184972.96432687214
8364282,residential,fallback (untagged residential <500m),528046.525164787,184971.026356471
8364282,residential,fallback (untagged residential <500m),528054.52957533,184967.7898876387
8364282,residential,fallback (untagged residential <500m),528064.4062889223,184963.487917724
8364282,residential,fallback (untagged residential <500m),528083.6809301117,184955.43945563398
8364282,residential,fallback (untagged residential <500m),528102.3248766182,184946.818769934
8364282,residential,fallback (untagged residential <500m),528122.1088049348,184937.01402439165
8364283,residential,fallback (untagged residential <500m),527666.3832832543,185114.01967495284
8364283,residential,fallback (untagged residential <500m),527692.5966858016,185119.65310015297
8364283,residential,fallback (untagged residential <500m),527707.6115244571,185122.86839276826
8364283,residential,fallback (untagged residential <500m),527793.6463710031,185148.86905118526
8364283,residential,fallback (untagged residential <500m),527796.6178191892,185150.156769033
8364284,residential,fallback (untagged residential <500m),527204.8672200395,184491.4346900818
8364284,residential,fallback (untagged residential <500m),527206.3003064349,184484.36016338976
8364284,residential,fallback (untagged residential <500m),527215.4242505347,184439.22220809653
8364288,residential,fallback (untagged residential <500m),527524.7781122379,184662.23372123594
8364288,residential,fallback (untagged residential <500m),527518.215542654,184680.70738103735
8364288,residential,fallback (untagged residential <500m),527504.9493219123,184703.94212890707
8364288,residential,fallback (untagged residential <500m),527485.8981306732,184728.7897552923
8364288,residential,fallback (untagged residential <500m),527473.2089512022,184744.5280251486
8364288,residential,fallback (untagged residential <500m),527442.3502272286,184776.54582978954
8364289,residential,fallback (untagged residential <500m),527293.4221218106,184511.80332264543
8364289,residential,fallback (untagged residential <500m),527296.095707641,184526.9258079768
8364289,residential,fallback (untagged residential <500m),527296.8185332465,184536.8362393442
8364289,residential,fallback (untagged residential <500m),527297.3389799043,184544.02649754676
8364292,residential,fallback (untagged residential <500m),527482.3281615472,184701.87175882678
8364292,residential,fallback (untagged residential <500m),527465.8243500491,184722.53273830976
8364292,residential,fallback (untagged residential <500m),527433.7887906163,184767.98528395448
8364294,residential,fallback (untagged residential <500m),527635.1466007445,184833.900623844
8364294,residential,fallback (untagged residential <500m),527638.1756341548,184836.76979058428
8364294,residential,fallback (untagged residential <500m),527679.9523250586,184876.31047695433
8364294,residential,fallback (untagged residential <500m),527688.2666851999,184885.8444678933
8364294,residential,fallback (untagged residential <500m),527688.9204731958,184886.60645692254
8364294,residential,fallback (untagged residential <500m),527693.5993045482,184892.00972168602
8364474,residential,fallback (untagged residential <500m),530857.9866886246,182422.18958042742
8364474,residential,fallback (untagged residential <500m),530855.742419733,182427.39518536493
8364474,residential,fallback (untagged residential <500m),530850.4930064405,182439.58949101006
8364500,residential,fallback (untagged residential <500m),528610.2685110879,183207.6069493004
8364500,residential,fallback (untagged residential <500m),528642.2205233605,183217.47403603495
8364500,residential,fallback (untagged residential <500m),528659.5178419224,183157.10016154486
8364500,residential,fallback (untagged residential <500m),528695.8423211414,183034.13749845838
8364629,residential,fallback (untagged residential <500m),528555.6605946819,186555.9464474675
8364629,residential,fallback (untagged residential <500m),528546.7957896838,186554.35311849252
8364629,residential,fallback (untagged residential <500m),528532.4899921924,186550.1627478471
8364629,residential,fallback (untagged residential <500m),528509.5647975602,186543.4506543344
8364629,residential,fallback (untagged residential <500m),528484.5604445651,186536.12962851406
8364629,residential,fallback (untagged residential <500m),528459.4526207837,186528.78385370807
8364629,residential,fallback (untagged residential <500m),528437.7323025058,186522.41417498863
8364629,residential,fallback (untagged residential <500m),528412.8441761666,186515.15209178755
8365726,residential,fallback (untagged residential <500m),528796.8802210606,184500.7312934436
8365726,residential,fallback (untagged residential <500m),528805.1279276964,184500.26177486492
8365726,residential,fallback (untagged residential <500m),528816.3839255057,184499.63492608425
8365726,residential,fallback (untagged residential <500m),528829.2519705042,184498.91548129212
8365726,residential,fallback (untagged residential <500m),528832.7467605085,184498.72598342499
8365726,residential,fallback (untagged residential <500m),528859.9420856526,184497.20184634317
8365726,residential,fallback (untagged residential <500m),528875.026569095,184496.36073809362
8365726,residential,fallback (untagged residential <500m),528877.0339695045,184495.99997932487
8365726,residential,fallback (untagged residential <500m),528878.4689644461,184495.50228573882
8365726,residential,fallback (untagged residential <500m),528879.8790474384,184494.89268413925
8365726,residential,fallback (untagged residential <500m),528880.6779786748,184494.57913956582
8366008,residential,fallback (untagged residential <500m),529095.7952551548,184361.40619006113
8366029,residential,fallback (untagged residential <500m),529448.2813372621,184366.01991633914
8370285,residential,fallback (untagged residential <500m),526369.2509853947,185899.22078590223
8370285,residential,fallback (untagged residential <500m),526365.434312834,185900.12720150576
8370285,residential,fallback (untagged residential <500m),526361.8486526797,185902.34127816447
8370285,residential,fallback (untagged residential <500m),526357.0434366233,185910.07755843218
8370285,residential,fallback (untagged residential <500m),526353.9533902456,185915.7868569902
8370285,residential,fallback (untagged residential <500m),526350.5909566594,185926.58572182077
8370285,residential,fallback (untagged residential <500m),526349.1809726881,185933.62763597653
8370285,residential,fallback (untagged residential <500m),526347.7155833833,185942.05909531994
8370285,residential,fallback (untagged residential <500m),526346.6443616116,185955.27402276342
8370288,residential,fallback (untagged residential <500m),526599.3197676314,186186.86890292412
8370288,residential,fallback (untagged residential <500m),526603.0417557405,186184.74741800484
8370288,residential,fallback (untagged residential <500m),526606.0037835881,186182.22863975202
8370288,residential,fallback (untagged residential <500m),526612.1372668268,186173.24607876886
8370288,residential,fallback (untagged residential <500m),526615.2016637127,186168.5711397708
8370288,residential,fallback (untagged residential <500m),526617.1369875593,186166.89468531526
8370288,residential,fallback (untagged residential <500m),526619.7050059154,186165.99068578082
8370288,residential,fallback (untagged residential <500m),526624.6455544238,186165.06800572673
8370291,residential,fallback (untagged residential <500m),528855.0100409574,186706.70919129642
8370291,residential,fallback (untagged residential <500m),528877.5645581529,186694.11815596628
8373541,residential,fallback (untagged residential <500m),529049.0542368805,184145.33262709214
8373541,residential,fallback (untagged residential <500m),529049.7724507807,184145.7403491044
8373541,residential,fallback (untagged residential <500m),529081.4078564388,184163.7033427509
8375945,residential,fallback (untagged residential <500m),529323.0370086234,185531.0190130946
8375945,residential,fallback (untagged residential <500m),529369.3507728153,185530.37453783868
8375945,residential,fallback (untagged residential <500m),529371.2074838828,185534.55023270624
8386760,residential,fallback (untagged residential <500m),529307.4212552295,183248.28828686528
8386760,residential,fallback (untagged residential <500m),529307.9937880122,183249.51577410317
8386760,residential,fallback (untagged residential <500m),529325.4028890599,183286.99176576524
8386760,residential,fallback (untagged residential <500m),529387.3129800345,183423.6195105154
8386760,residential,fallback (untagged residential <500m),529392.6460345511,183435.38888768404
8386768,residential,fallback (untagged residential <500m),529646.4482307449,183265.8340316416
8386768,residential,fallback (untagged residential <500m),529691.9905279693,183297.03039461968
8386772,residential,fallback (untagged residential <500m),529591.1208736378,183347.18924139795
8386772,residential,fallback (untagged residential <500m),529617.3531434882,183308.6115407045
8386773,residential,fallback (untagged residential <500m),529650.8923255594,183433.73007504165
8386773,residential,fallback (untagged residential <500m),529653.9871729603,183420.9677899563
8386773,residential,fallback (untagged residential <500m),529660.8754256156,183413.4767163247
8386773,residential,fallback (untagged residential <500m),529686.8028660849,183389.29075286415
8386773,residential,fallback (untagged residential <500m),529699.1428108708,183377.57691736537
8386773,residential,fallback (untagged residential <500m),529728.4562880964,183340.39151802275
8386773,residential,fallback (untagged residential <500m),529731.0132636285,183336.74020353588
8386773,residential,fallback (untagged residential <500m),529732.8051353463,183333.97068402352
8386773,residential,fallback (untagged residential <500m),529734.780438172,183329.7258737919
8386773,residential,fallback (untagged residential <500m),529736.3164858387,183326.1041185191
8386774,residential,fallback (untagged residential <500m),529751.216283702,183292.1671132627
8386774,residential,fallback (untagged residential <500m),529787.633580425,183324.64459651482
8386774,residential,fallback (untagged residential <500m),529797.7720873579,183334.99650194042
8386774,residential,fallback (untagged residential <500m),529801.9402538269,183339.72101619502
8399993,residential,fallback (untagged residential <500m),527339.1444304048,183650.86211897852
8399993,residential,fallback (untagged residential <500m),527330.764861712,183651.84262399626
8399993,residential,fallback (untagged residential <500m),527324.5357733214,183652.29843777284
8399997,residential,fallback (untagged residential <500m),527359.1472014843,183642.9736852888
8399997,residential,fallback (untagged residential <500m),527357.9720513871,183639.47244948964
8399997,residential,fallback (untagged residential <500m),527355.7066325445,183636.555878639
8399997,residential,fallback (untagged residential <500m),527354.0837109556,183635.41355848406
8399997,residential,fallback (untagged residential <500m),527352.3381520838,183634.45732964098
8399997,residential,fallback (untagged residential <500m),527349.165057393,183633.6989759509
8399997,residential,fallback (untagged residential <500m),527345.6467358664,183633.97794584144
8399997,residential,fallback (untagged residential <500m),527342.3926343417,183635.34290588053
8399997,residential,fallback (untagged residential <500m),527339.738981589,183637.66875796084
8399997,residential,fallback (untagged residential <500m),527337.9554435078,183640.71745988983
8399997,residential,fallback (untagged residential <500m),527337.2373513571,183644.17121336277
8399997,residential,fallback (untagged residential <500m),527337.6491068255,183647.6755549637
8399997,residential,fallback (untagged residential <500m),527341.0007979413,183652.93386626814
8399997,residential,fallback (untagged residential <500m),527343.7354715101,183654.57141564903
8399997,residential,fallback (untagged residential <500m),527346.131556219,183655.3214073588
8399997,residential,fallback (untagged residential <500m),527348.6908078949,183655.65264959907
8399997,residential,fallback (untagged residential <500m),527352.3115412276,183654.88664350088
8399997,residential,fallback (untagged residential <500m),527353.9535727376,183654.16003254248
8399997,residential,fallback (untagged residential <500m),527355.4752751563,183652.97417907324
8399997,residential,fallback (untagged residential <500m),527357.8227482116,183650.12879354862
8399997,residential,fallback (untagged residential <500m),527359.0964905585,183646.65559649153
8400000,residential,fallback (untagged residential <500m),526578.048634362,184315.16523704428
8400000,residential,fallback (untagged residential <500m),526583.4161662632,184316.38955101313
8400000,residential,fallback (untagged residential <500m),526585.1158464717,184316.67673330655
8400001,residential,fallback (untagged residential <500m),526550.014361079,184306.6660479072
8400001,residential,fallback (untagged residential <500m),526552.5143891599,184297.94886248827
